userId,itemId,timestamp,y
814,763,2471449,0
536,647,3077069,1
1647,624,4159127,0
2116,621,7627154,1
2991,874,5659225,0
1892,449,1152362,1
1655,623,5890576,0
1401,649,2163804,1
571,669,3493344,0
2599,443,1426687,1
228,86,1704800,0
2555,732,4233788,1
833,610,2556652,0
1764,489,3605594,1
484,681,8614414,0
635,552,3846724,1
1048,320,2630109,0
646,119,1350267,1
1950,770,2193867,0
1225,365,1088341,1
1688,623,3285422,0
2793,633,2640235,1
2056,315,1130945,0
1910,326,1324636,1
458,681,2615968,0
434,60,2641939,1
2610,599,4986701,0
2197,309,3510046,1
2468,821,6054024,0
3388,811,5042618,1
1264,757,4208540,0
784,81,1339602,1
2562,599,4233033,0
50,81,3591167,1
1429,608,2887168,0
507,634,2720662,1
492,198,2610232,0
221,738,2234162,1
2284,180,3166476,0
3470,489,3158139,1
1901,149,8262749,0
1396,457,3072594,1
2608,393,8965686,0
536,151,1369676,1
74,633,8487155,0
1387,496,1749354,1
3324,679,4533162,0
265,129,646870,1
3138,813,7081448,0
3468,804,3312974,1
347,533,1958771,0
370,658,2535457,1
3551,579,6837114,0
635,233,7558079,1
6,277,3124965,0
589,766,10254793,1
203,202,3259964,0
215,635,3132887,1
332,20,4461872,0
1280,648,4245728,1
2744,578,3848314,0
1502,603,5288787,1
1089,695,2562687,0
1902,878,3754810,1
2569,707,3154884,0
2414,86,2430358,1
3374,804,7520907,0
2203,307,2692028,1
2614,650,5564612,0
180,129,4367348,1
630,181,4644836,0
1461,806,3459777,1
2720,682,2285994,0
1692,309,4182105,1
2716,463,7489795,0
1874,805,3116921,1
1294,327,6511896,0
763,115,702780,1
743,181,483160,0
2496,493,3597068,1
2998,605,2100661,0
603,696,2187468,1
801,181,1364575,0
1287,538,2116890,1
107,357,1524964,0
1915,309,3588530,1
516,521,5150441,0
990,60,638082,1
582,638,2564317,0
2069,317,1139863,1
1246,469,7550813,0
1511,748,9913415,1
349,647,2514015,0
1176,441,1768612,1
2658,819,4018615,0
1380,305,4640949,1
1414,625,2401234,0
2877,576,4347780,1
466,664,2721656,0
1781,763,4026180,1
1319,187,1634942,0
1606,397,8852440,1
244,634,2539706,0
1523,801,2874773,1
563,392,1156602,0
3263,733,4394258,1
3254,486,7469372,0
1111,764,4289070,1
1785,812,8208728,0
2934,627,4909546,1
257,331,1169575,0
658,456,7825050,1
337,681,2557607,0
2612,488,6335949,1
1725,470,3046154,0
1640,307,3056280,1
1499,626,5621700,0
3438,558,7980809,1
730,204,3949719,0
3581,565,4244673,1
121,81,5366473,0
373,802,9744042,1
1448,621,4098105,0
2470,682,2358039,1
982,665,2162620,0
2692,567,5134276,1
97,163,2437355,0
777,181,2967162,1
1585,719,4408894,0
3599,575,5327176,1
281,204,658496,0
1512,600,3430985,1
3418,427,2891292,0
1104,220,1269432,1
582,638,2637650,0
774,684,2428779,1
166,661,7149826,0
95,60,895553,1
1978,388,6796535,0
3112,489,3301402,1
2957,569,5771688,0
2048,309,2677317,1
581,665,2365104,0
1966,318,2691252,1
256,702,2553888,0
1037,225,1204594,1
1174,630,2151105,0
1403,733,4196097,1
3367,848,3179803,0
2091,645,2956769,1
2997,574,2558281,0
3512,584,5974745,1
1441,819,3427374,0
3518,575,3374301,1
652,758,4610630,0
2348,185,2727719,1
2517,294,3100173,0
3611,559,6714797,1
215,632,2560056,0
2520,309,4187799,1
2229,818,3274178,0
2352,491,4307664,1
2025,306,1107900,0
756,320,1595124,1
1756,496,4476602,0
1380,666,2159153,1
737,379,3700825,0
389,208,1053084,1
822,307,3764050,0
2398,649,3700249,1
2242,486,3301776,0
2688,583,9543196,1
2447,865,5596750,0
3230,357,2826372,1
3438,561,8308871,0
980,376,1003765,1
1706,633,3536895,0
2947,649,8234532,1
2497,79,3102591,0
1954,428,5227331,1
3487,809,4148270,0
320,322,1861100,1
1304,245,1421241,0
701,197,405266,1
3539,843,3785095,0
1043,490,6581204,1
2011,487,2697288,0
2462,322,5215483,1
2587,618,5915313,0
3170,809,3860250,1
1390,704,7565291,0
62,108,705166,1
2252,818,3723875,0
1339,794,3081082,1
1933,161,1076102,0
434,613,3135405,1
3007,720,3097367,0
1486,490,5655353,1
1581,805,5823263,0
13,14,5356539,1
3202,821,3521380,0
1796,322,2310440,1
1776,819,4118702,0
525,513,2658828,1
1261,502,2986483,0
3278,576,4674209,1
3080,310,2982726,0
392,645,4463775,1
1323,529,2191955,0
1892,326,2325410,1
3243,306,4255493,0
2713,755,2625273,1
218,669,2485191,0
128,167,2040341,1
956,390,8294365,0
2011,304,3181071,1
2076,306,1878769,0
3335,733,3324043,1
174,104,3769139,0
741,105,2036084,1
332,195,811571,0
1246,545,7060195,1
880,328,2456145,0
2930,584,8959274,1
144,202,2228128,0
936,167,2017053,1
581,495,2430305,0
294,178,737699,1
1294,367,2185294,0
2124,723,3646797,1
1572,644,2415962,0
1475,309,3836890,1
2390,811,8067508,0
2663,703,2323815,1
888,593,8943197,0
2398,312,1617607,1
3357,812,4271268,0
2624,306,3154685,1
2234,820,3348194,0
519,154,4365933,1
1408,816,4040993,0
1339,242,1605596,1
3396,307,3964322,0
466,694,2228628,1
381,355,8771158,0
181,105,1874169,1
126,680,2643530,0
3132,491,2932591,1
46,225,874710,0
192,767,2196776,1
2935,618,3608928,0
3367,805,4166500,1
1217,163,1585200,0
3226,819,3770164,1
2470,809,4301067,0
1690,430,1766783,1
828,140,2213600,0
1701,492,4482797,1
1590,600,4259744,0
905,489,3584747,1
3195,812,7418415,0
1295,194,7114388,1
1364,270,3709994,0
2763,493,2058394,1
2923,351,5838016,0
1009,738,5052483,1
1597,606,3862242,0
1267,633,2899661,1
1648,487,6576952,0
2045,311,3367593,1
1843,808,10190220,0
3369,602,2932819,1
3019,487,4039290,0
543,129,653311,1
125,86,4009492,0
2766,416,4969125,1
402,352,1307020,0
27,175,5840472,1
738,199,392780,0
639,320,1935671,1
3460,808,3085080,0
1610,309,1853942,1
3492,576,4541850,0
2724,322,2712328,1
2315,811,4089819,0
269,206,712677,1
1128,434,4070401,0
1038,181,2208279,1
1861,306,2231290,0
1220,546,10373211,1
2001,813,6597724,0
165,502,3423660,1
3588,580,6640544,0
1676,733,4639750,1
3367,603,2879161,0
72,482,1175400,1
3070,813,5578021,0
1229,340,2967627,1
2160,467,3485887,0
1501,666,2452373,1
1809,135,1594480,0
525,522,2395212,1
2717,842,4783387,0
3135,805,2918396,1
451,738,3141584,0
521,95,1749791,1
2160,228,10242624,0
569,359,1504371,1
660,360,1251915,0
2955,741,2729068,1
2387,306,4162275,0
1341,304,1474834,1
670,150,1523772,0
3512,569,5973080,1
905,877,3941093,0
831,781,3772721,1
61,616,2451847,0
2068,848,7753898,1
1132,614,2439253,0
1348,322,4084429,1
2692,556,3578308,0
438,129,1105474,1
1359,340,5129021,0
1780,373,1135029,1
2525,813,3013688,0
205,640,9991222,1
83,601,2737018,0
1159,654,4035439,1
2721,575,5048313,0
1148,758,2486289,1
2993,805,3030425,0
47,113,2899276,1
2451,821,7814624,0
2757,304,1806797,1
3432,591,3758225,0
1670,366,1072441,1
584,731,3741008,0
1814,188,1941323,1
854,645,5143155,0
156,632,8054665,1
2333,812,5692660,0
249,81,576404,1
3599,575,5325597,0
2557,739,4325421,1
3591,562,6434899,0
659,762,3666592,1
790,791,6696991,0
538,163,1873075,1
3610,589,7435223,0
264,343,1010068,1
838,222,2605293,0
1725,675,2520999,1
2818,488,3592080,0
1614,337,1668253,1
150,163,1054621,0
3296,845,3744095,1
2375,308,1906834,0
720,546,8764807,1
2621,335,7087044,0
2597,103,3082049,1
156,167,492744,0
1204,650,2319850,1
335,14,3111927,0
1176,680,4964602,1
1640,813,3757294,0
1701,649,4110722,1
244,644,3056450,0
2362,681,2477543,1
2009,607,4692715,0
860,326,1180725,1
24,303,4888751,0
768,653,8664407,1
1172,761,2466872,0
1330,112,4160612,1
675,410,2203346,0
2683,310,5885068,1
161,113,5250536,0
2748,560,4520743,1
2708,603,6832223,0
3441,490,3546881,1
2532,843,3721028,0
1874,827,3376537,1
1898,486,1782933,0
965,593,4298935,1
3532,307,3976628,0
1745,818,5087055,1
1662,493,2815601,0
3239,728,3269518,1
2363,478,3800711,0
1658,491,1588178,1
2942,126,2797781,0
2528,306,1504821,1
884,648,2633346,0
0,246,1295660,1
2721,591,8694185,0
647,385,7589307,1
2557,493,3077397,0
152,642,3899963,1
833,523,1824407,0
488,117,2813926,1
76,129,6872783,0
1994,873,4988974,1
669,675,3020927,0
257,771,2575371,1
1031,798,3999564,0
1136,828,2809394,1
2488,810,5701680,0
408,107,398890,1
10,231,5590467,0
3201,584,2567859,1
156,293,2136333,0
1252,163,1085073,1
2558,9,3054188,0
637,647,2798206,1
3510,573,7117583,0
85,320,1743881,1
1275,322,1432833,0
893,379,6640080,1
2415,618,5586244,0
980,216,1177955,1
2575,250,3101211,0
2758,703,3433342,1
2722,812,3571320,0
2411,815,3350364,1
2492,806,3117741,0
3011,166,3575331,1
146,164,1025260,0
1111,444,7795933,1
3601,244,9766003,0
2427,90,2997023,1
2483,810,3857189,0
1513,485,6943773,1
912,287,1104116,0
3121,823,4063523,1
254,293,3503735,0
646,647,8608500,1
1867,75,3584890,0
31,16,5789776,1
763,123,2338824,0
2334,720,6208554,1
2628,606,8368088,0
2874,683,3882552,1
1623,808,4067643,0
1791,306,1020181,1
3159,813,3449211,0
3393,492,3873978,1
1353,553,7476075,0
5,265,1347115,1
2468,607,5504186,0
1400,490,2312521,1
408,321,1416751,0
255,120,3646894,1
1686,821,4151088,0
3146,729,3694655,1
2524,11,10582333,0
1977,488,2816941,1
1242,129,2626275,0
949,228,935054,1
2232,805,2666203,0
434,690,3272129,1
959,752,3461604,0
852,552,9415201,1
1369,759,5596397,0
1868,818,10036603,1
558,593,2147673,0
1715,744,4119676,1
2536,678,4198591,0
3606,579,8253286,1
1026,178,1214465,0
1930,306,1391150,1
498,129,460990,0
192,781,2573935,1
464,526,4737649,0
2693,562,6673125,1
3558,623,3530123,0
2804,649,3718161,1
2601,382,3162759,0
161,166,1105589,1
3310,603,3756382,0
1359,167,2166259,1
1296,749,2848988,0
2970,783,3301630,1
1216,86,2812964,0
1508,811,5426599,1
343,103,3648240,0
79,620,4190142,1
2100,874,5427091,0
1070,197,502493,1
2928,167,2621251,0
2031,490,6801415,1
3045,682,3552038,0
2656,607,2161644,1
1097,171,1011367,0
1337,165,2805448,1
2667,856,4711776,0
546,202,2467735,1
580,227,5245276,0
689,320,1578348,1
3322,817,4047768,0
866,340,1181030,1
15,174,5170908,0
103,627,2665628,1
2986,707,3053024,0
234,223,652897,1
1686,306,2347529,0
79,642,2396204,1
2465,308,2632426,0
189,501,7983935,1
834,700,4801630,0
1902,304,2655937,1
845,113,1362974,0
370,727,3088818,1
594,832,4515271,0
1142,801,4887451,1
1328,686,10586330,0
1022,754,3591127,1
61,632,3341195,0
1107,166,2216999,1
451,345,10432352,0
307,677,2146421,1
2208,813,2659946,0
281,99,661155,1
3113,600,2312639,0
3579,810,7206000,1
1338,637,2473858,0
76,163,2329459,1
3343,813,3785782,0
1541,488,4032166,1
2341,32,5619900,0
1870,649,3386896,1
675,760,2412757,0
1119,444,7574849,1
2424,308,1536245,0
2686,490,3230862,1
328,113,1088336,0
2990,837,3596002,1
949,756,2984320,0
1130,34,1060381,1
755,503,1564306,0
1598,319,1168272,1
190,208,3641186,0
2514,123,5594435,1
1673,339,997382,0
3551,587,6718087,1
1543,351,1112575,0
418,533,4893827,1
740,92,3178790,0
2917,605,4461416,1
3346,489,3746157,0
3539,305,3757440,1
580,381,9212291,0
1535,807,3997106,1
271,165,5920062,0
1288,285,1406083,1
1759,426,1323814,0
83,162,396157,1
731,287,3440355,0
550,761,4699232,1
341,431,1367230,0
136,320,1164479,1
1549,816,3185640,0
2051,488,3241701,1
3285,821,4192230,0
2461,603,1775811,1
3138,729,2912837,0
356,648,3761788,1
1065,161,5461680,0
2191,311,2897621,1
1345,153,4696824,0
1672,737,2195310,1
644,285,4786104,0
1087,358,1488136,1
369,659,2200883,0
478,106,1502490,1
2688,562,5295433,0
3519,819,3868082,1
73,638,5823652,0
1517,492,2005079,1
603,150,1692249,0
2954,575,6759199,1
1208,801,5080497,0
2234,847,8382437,1
872,661,2721504,0
3484,807,3258849,1
493,517,7836101,0
1561,309,4646840,1
1651,341,6865895,0
618,661,4697223,1
2897,308,4164767,0
771,782,3424257,1
169,623,4179167,0
932,553,9278746,1
2398,486,1859533,0
3288,719,5199971,1
1713,877,5618219,0
1523,166,1638877,1
261,645,8515708,0
1224,593,2661573,1
3,180,344367,0
2579,624,2208196,1
1470,707,3470367,0
855,656,2485256,1
956,657,2195730,0
2281,834,3475095,1
2996,568,3483455,0
2447,307,4251265,1
2781,386,1872538,0
1783,309,4116473,1
1562,309,1744246,0
1955,604,6781411,1
1259,765,2727211,0
981,328,2712453,1
511,701,2870722,0
3156,705,2555754,1
2729,830,3040980,0
544,652,6331485,1
61,359,2466061,0
2654,625,3405034,1
982,81,448094,0
1470,491,2445002,1
992,501,2217080,0
1346,218,828188,1
94,108,1423684,0
3037,826,5332538,1
1501,488,3476040,0
1259,386,1356698,1
1169,322,2379856,0
291,119,452432,1
1577,44,4068933,0
1667,316,1718564,1
792,191,3780391,0
2085,161,1566755,1
1146,615,3497596,0
1399,319,2013186,1
2572,315,1747593,0
1461,818,3146954,1
2818,306,1735901,0
847,677,9798374,1
1061,530,8765982,0
3329,810,4009882,1
1632,334,1075814,0
1356,759,4784211,1
561,518,7741432,0
1923,809,3503296,1
583,554,4119815,0
3068,488,4035240,1
3087,734,4297415,0
2377,310,3411121,1
1816,188,2075384,0
512,119,712092,1
2048,308,1124877,0
3067,816,4657321,1
434,123,4111059,0
3509,565,3381394,1
145,485,8006276,0
179,359,1251788,1
266,23,3763848,0
48,849,3656492,1
3158,486,2423997,0
2103,618,2239047,1
708,181,3095143,0
108,320,1417044,1
2294,90,3203905,0
1327,233,881103,1
927,668,2439276,0
3239,833,4054033,1
346,159,825449,0
1049,632,2704528,1
600,753,2669649,0
426,144,467415,1
356,107,1862455,0
847,650,5906896,1
3064,816,4020602,0
1892,335,1780636,1
3254,809,3074474,0
1918,825,5345771,1
2667,818,3350614,0
2923,770,4188157,1
990,86,642607,0
3400,309,4419386,1
3584,560,5996914,0
69,760,2749191,1
2678,818,3083812,0
731,552,8501892,1
1894,724,3342157,0
3129,140,2722993,1
3130,821,4226564,0
460,166,1708849,1
956,524,8298657,0
1443,317,1909991,1
934,182,3663819,0
957,657,3967777,1
766,60,729601,0
863,796,5163449,1
1449,703,2280600,0
2068,491,3269662,1
1336,610,9290239,0
3278,562,4594257,1
3079,407,6014667,0
434,118,4337037,1
3486,703,4299773,0
574,593,2527599,1
2828,393,6722261,0
1414,813,4102364,1
1702,350,4634498,0
2935,804,2738104,1
1819,363,3028964,0
1335,504,3042672,1
1294,329,1521501,0
1438,878,4658763,1
332,55,1514521,0
325,790,2256611,1
1118,634,6147672,0
617,124,911870,1
1816,748,9067262,0
2555,316,1569365,1
2201,813,3734383,0
1075,339,2121672,1
2697,843,4245573,0
396,767,2194893,1
3596,583,5424345,0
3010,616,5568058,1
1031,190,6460060,0
1617,342,1944455,1
686,360,995798,0
1846,822,7956746,1
3530,812,3361902,0
2653,487,2547071,1
2450,496,3163137,0
2946,472,4316297,1
107,320,2048092,0
1165,332,2358555,1
1988,490,1783140,0
1198,801,2822921,1
1504,734,2420099,0
2453,682,3858987,1
237,455,1588396,0
1261,668,2587074,1
2729,617,2796177,0
885,697,2553103,1
2544,739,3714443,0
3441,305,7665438,1
490,611,2403757,0
1932,501,2793849,1
381,700,5808046,0
1594,309,3609280,1
807,673,3046486,0
3332,720,3787600,1
497,122,480890,0
280,202,417252,1
1057,661,5727379,0
3603,565,6606634,1
3160,734,4351905,0
2884,584,2641920,1
181,143,2301604,0
3239,822,3135228,1
346,661,3037154,0
204,647,2175651,1
2291,309,2169784,0
775,444,972689,1
3038,586,5568610,0
397,782,7719623,1
766,328,6189503,0
2775,314,2030868,1
2921,806,3583032,0
1483,309,2006391,1
2063,487,2622043,0
832,164,2653299,1
349,518,1659924,0
1324,793,6087202,1
1831,491,5344279,0
1813,421,1335297,1
3301,621,8165286,0
2191,723,2876846,1
546,765,2558339,0
2384,605,1785641,1
2097,624,2794299,0
3197,486,2469920,1
229,152,413102,0
460,359,2721366,1
2136,626,2775462,0
149,113,631195,1
790,776,5588922,0
2693,578,5229376,1
2409,605,3273497,0
835,550,1715726,1
7,266,5206699,0
3162,707,3427589,1
944,678,2379999,0
2374,811,3972613,1
2125,606,2791788,0
82,661,2716098,1
1037,322,1930072,0
2230,618,9320794,1
27,67,3302253,0
1463,496,2854494,1
848,386,3513535,0
3596,569,6105847,1
21,281,5327244,0
3595,579,6954754,1
1376,304,4178279,0
2987,720,3558018,1
95,167,962771,0
1358,632,5607422,1
1504,819,4096903,0
2580,304,2522230,1
603,122,1253248,0
2102,606,4495656,1
362,333,2467693,0
2212,306,3580740,1
3429,805,5660962,0
1619,365,975061,1
611,595,3656057,0
2221,818,3335267,1
430,699,2790280,0
349,500,2167835,1
2517,55,3172049,0
3019,809,3111278,1
2657,647,3644984,0
127,654,8054965,1
3442,586,6721649,0
1912,308,4190402,1
2517,69,3444522,0
1363,640,2783411,1
3429,875,4418308,0
1954,443,3756963,1
1969,819,3167079,0
2278,733,3851374,1
426,508,1842251,0
2714,551,9243751,1
328,779,6680187,0
2120,490,3304480,1
2383,308,1821061,0
2452,489,8078323,1
2621,326,3407885,0
913,235,2575301,1
137,320,5842297,0
618,632,5563609,1
3396,489,2927848,0
299,333,2354458,1
2688,583,5294380,0
656,355,6785290,1
2909,216,2737324,0
575,113,1638578,1
1015,103,2439713,0
509,108,1406679,1
649,167,378398,0
1462,488,2932474,1
1704,363,1263661,0
1362,689,8152409,1
2044,623,2849251,0
1091,158,750902,1
184,630,3399598,0
1507,309,935316,1
3604,576,9884973,0
81,501,2230186,1
25,36,6440409,0
2694,309,1791401,1
314,665,3176248,0
1446,306,4078702,1
2309,4,3506270,0
968,679,3241449,1
1903,807,3391026,0
366,517,3728331,1
1628,862,5800713,0
993,161,1797827,1
2356,744,3737601,0
791,328,3165474,1
2738,624,4122205,0
3360,821,3812137,1
2304,57,1401890,0
304,686,6144983,1
2665,813,3677509,0
372,431,4652228,1
770,386,3341064,0
2670,682,2165702,1
1632,369,4046067,0
1255,617,6620654,1
2590,821,3193477,0
65,129,5351339,1
537,163,1781655,0
3314,729,3611569,1
2688,584,5294080,0
1705,305,2545500,1
3076,729,3592792,0
3269,821,4330660,1
2088,340,1354647,0
3214,878,5415931,1
1963,334,5573368,0
90,477,1007195,1
1700,608,3908030,0
76,357,2329274,1
2690,803,3973620,0
862,357,1578941,1
2399,600,3588863,0
3611,557,8265222,1
1003,321,969485,0
339,355,1875567,1
2906,308,3680422,0
1654,305,1353865,1
2694,606,1930609,0
2153,306,1600678,1
437,773,8071441,0
1469,306,1748529,1
636,235,10267568,0
2363,753,3870047,1
521,485,4283165,0
1818,311,3463709,1
616,121,1530509,0
1126,177,531574,1
2379,645,6030041,0
375,640,9954263,1
1683,488,1785924,0
1804,486,3789746,1
2496,609,1800431,0
1698,719,3618819,1
1963,332,1364570,0
1892,404,2220754,1
1715,848,4181530,0
3239,304,3126330,1
3011,166,3260497,0
584,789,3329573,1
794,107,10563406,0
1597,804,4342167,1
1292,647,2797777,0
1962,390,6449498,1
1475,734,2799065,0
442,631,2363369,1
3326,724,2848424,0
1324,773,6109141,1
3440,393,8180805,0
1400,739,3733230,1
2692,569,5730795,0
2949,529,6936627,1
1835,728,2944897,0
2083,682,3515778,1
2711,734,3285966,0
2275,806,3303361,1
328,81,1946637,0
550,793,2561784,1
3359,599,2873343,0
3361,304,2908945,1
1672,670,2206058,0
726,166,1624939,1
2630,432,3498904,0
1528,306,2914632,1
1426,618,2409227,0
2145,310,3318905,1
2052,490,3122684,0
1087,108,1503455,1
2131,181,9992803,0
963,193,479348,1
207,120,1534645,0
633,341,2318730,1
844,408,1432101,0
1522,857,5162472,1
1629,606,6781320,0
2687,818,3846136,1
382,145,5910756,0
2150,487,7745202,1
183,322,1419570,0
3366,558,7798164,1
221,321,985746,0
2734,521,2220166,1
3265,208,3043512,0
154,657,9348687,1
2568,599,2809383,0
105,164,1780811,1
387,658,4983485,0
190,148,1852866,1
310,759,4634175,0
2149,819,4672113,1
135,485,4017111,0
2012,805,3398280,1
2264,863,3784732,0
1617,348,2204686,1
1292,702,7376673,0
2657,321,3684351,1
2707,821,3897176,0
2788,834,10429649,1
2541,40,3092368,0
412,721,3519694,1
2775,604,3961737,0
2996,568,7217976,1
3516,826,4109731,0
428,593,2446390,1
2321,175,3203793,0
3454,563,3417568,1
198,336,5514238,0
113,593,2404119,1
578,661,2287426,0
217,124,394731,1
1500,604,4354230,0
2849,570,3407469,1
547,165,369900,0
1703,771,5816967,1
2083,848,4448720,0
1575,707,5247351,1
399,3,3285966,0
218,700,2514403,1
1509,818,3185561,0
1449,809,4073683,1
761,610,5645974,0
1748,496,1651950,1
671,770,8626489,0
284,122,4802444,1
262,25,3191676,0
1058,686,3235812,1
1077,743,5985210,0
2063,608,3228968,1
8,49,5563081,0
519,127,6240716,1
2487,819,3707443,0
1184,375,1428063,1
1453,806,3453120,0
1555,486,1986969,1
2378,622,3855922,0
766,322,3766197,1
2460,309,4223535,0
1617,674,6337470,1
1103,826,4072804,0
89,340,1263058,1
140,105,563088,0
3270,744,3888864,1
2966,124,3242782,0
3518,567,4551758,1
2541,273,3609197,0
255,127,370071,1
1480,703,4377636,0
1501,488,2410732,1
1359,593,9556158,0
1208,793,4285456,1
3488,570,8752399,0
2292,841,3649792,1
1485,813,4061986,0
2912,766,5150980,1
578,633,2533450,0
1547,620,4664070,1
1072,362,1330268,0
2125,810,3545268,1
814,204,2820550,0
1419,649,2166631,1
2008,815,3206975,0
191,633,3517347,1
2027,618,7917669,0
112,167,1333215,1
981,593,3785231,0
1452,666,3485372,1
763,123,630205,0
407,765,2664258,1
2575,88,3303051,0
3524,877,4739891,1
3071,759,5515684,0
665,328,2807811,1
555,198,8963825,0
1553,723,4093132,1
143,322,2134801,0
225,657,3689167,1
511,147,500309,0
1050,293,6341865,1
669,144,754190,0
3014,740,3103747,1
642,467,1169780,0
1808,427,7082315,1
2678,804,3581108,0
552,166,3242069,1
3319,816,3808744,0
1793,421,4635340,1
1927,370,8484450,0
3590,587,5224810,1
2832,744,2283277,0
2239,707,3766721,1
3412,817,3688846,0
1479,649,2451532,1
3449,820,3747867,0
1028,248,2543866,1
2470,609,3970596,0
160,108,414639,1
502,750,3177690,0
1644,821,3231058,1
3404,307,3460748,0
3306,827,2801968,1
2868,811,4179700,0
2074,486,3363435,1
2735,623,3618284,0
1650,310,976607,1
1055,244,1076108,0
519,126,4011427,1
875,131,2647622,0
1808,473,10306835,1
546,771,3324428,0
685,703,4622676,1
2760,306,3298995,0
1044,322,2199997,1
3140,487,2929158,0
3454,564,3064844,1
3262,700,4429033,0
2571,466,1561184,1
2349,266,3200006,0
196,133,4474688,1
121,113,1827306,0
1191,657,2666302,1
1290,667,6180904,0
472,650,3439642,1
2676,307,1496538,0
3160,707,4352180,1
2326,47,3130491,0
321,108,380443,1
829,157,3090990,0
1364,764,3381342,1
1796,118,4896509,0
1869,309,1769025,1
296,797,2234286,0
1698,618,5648152,1
133,81,9629961,0
1470,496,3484716,1
1364,109,5852066,0
489,451,2199200,1
2920,604,3583464,0
2146,166,7307190,1
183,665,2489109,0
1281,545,6700015,1
3510,558,3822903,0
48,159,2525748,1
294,191,418144,0
170,163,1922191,1
2030,599,3186196,0
1308,168,996716,1
2370,732,5151885,0
564,188,2098064,1
2001,489,1801625,0
3561,545,5554743,1
3582,151,10399295,0
1558,803,3842244,1
3500,308,3716627,0
2436,740,4980884,1
835,522,6890704,0
618,293,1880715,1
1124,665,2196184,0
1299,761,2187444,1
3574,597,5144388,0
379,329,3119225,1
2266,707,4254371,0
1193,700,2694851,1
2307,309,3835996,0
1949,820,3201121,1
2472,618,3702055,0
2034,752,6965683,1
2763,306,4006485,0
3149,803,5957465,1
3323,606,3321517,0
2460,486,2892659,1
2237,318,2690935,0
918,357,1118043,1
3140,821,3531194,0
2375,486,2070664,1
1950,767,2651135,0
454,377,1906379,1
227,366,1040705,0
3433,569,6022030,1
2367,860,6767002,0
1794,333,5239334,1
698,131,424063,0
696,610,2882772,1
84,129,360158,0
1673,327,1240125,1
3543,703,6046889,0
1575,316,970802,1
1959,496,3400711,0
511,120,587483,1
2300,277,3136981,0
2373,306,1912741,1
179,166,1056439,0
3017,827,6635482,1
1377,489,2949373,0
3605,848,5634755,1
3538,875,3962827,0
2852,535,2805979,1
3167,612,3561235,0
1455,623,4101784,1
2300,21,3142933,0
1227,593,1969062,1
754,376,1618970,0
2747,850,5381376,1
