duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year,artist,genre,tags,stream_count,log_stream_count
196806,0.6935725243599653,0.640405580051313,2,-4.066160897562826,1,0.17266377369757158,0.09301094586830393,0.16554609571911455,0.14003923759706935,0.6053638881887066,115.0346791529896,4,1991,Artist_196,Pop,"pop,music",68381,11.13286491108379
75867,0.4294922354347551,0.41761278686493675,10,-10.150023029899112,0,0.08289503041995763,0.11917027090212479,0.16190378941381944,0.4728484782554886,0.5723765255548006,103.69260946975348,4,1993,Artist_162,Indie,"indie,music",302513,12.619882836373836
183188,0.7177242594545872,0.7704004821897397,8,-5.526309782861185,1,0.09499163828191248,0.16247520531609422,0.09115808723971121,0.051067966637783076,0.1324681839802485,101.2080536530495,4,2014,Artist_099,Pop,"pop,music",421324,12.95115978634422
253554,0.5140244050211265,0.6905477354488992,5,-3.413300366046053,1,0.09331304970894641,0.14023190231683302,0.1077211200920461,0.042074366056047766,0.5050652482128694,151.39999691449754,4,2021,Artist_095,Rock,"rock,music",292158,12.585053453600846
129318,0.5843826993568908,0.9765700576022621,5,-4.861940931561126,0,0.03928868458871833,0.08531381338762296,0.1743892053746306,0.07466400539381897,0.26404846631905904,102.2263515194452,4,2016,Artist_109,Pop,"pop,music",136967,11.827502600884653
210071,0.48515862725465575,0.6299827099012862,2,-6.632744058423833,0,0.09193928024539368,0.2555478455583967,0.03840123044601834,0.09558458054751717,0.8260905653558289,114.10330340703953,4,2014,Artist_207,Pop,"pop,music",230425,12.347685048659327
276336,0.6575591807167136,0.47300361934096197,3,-5.430408108288962,0,0.15675228437141164,0.1003016188168278,0.08068452498646259,0.19231043079730342,0.3786212226483514,103.45173250836696,4,2006,Artist_204,Pop,"pop,music",221158,12.306637178828336
170772,0.8251918601226401,0.849991230281918,2,-2.6954217508567595,0,0.16477838210064855,0.16157319082949184,0.03644951868768802,0.29646046878672894,0.5075547672815164,108.76990261067182,4,1997,Artist_069,Pop,"pop,music",164301,12.009461476805805
205096,0.6216028693598132,0.6689232045461997,11,-7.1834002902349745,1,0.09791456726610237,0.0,0.1390036496009004,0.06739243638055761,0.3516131319200287,96.23939791412793,4,1991,Artist_059,Pop,"pop,music",153997,11.944694894298447
146319,0.7298518274255278,0.7001486211762229,6,-4.866893691372837,1,0.2160148969100384,0.18985384992609441,0.020965118932037688,0.05633385506702671,0.8721145502590171,98.62981931619753,4,2024,Artist_140,Pop,"pop,music",136218,11.822019163702441
278225,0.5567110354334288,0.6327372534367806,0,-5.56982583187387,1,0.2426991248700152,0.4102482529913021,0.050805950606118366,0.39163731431917365,0.6782804092748658,86.51127785741603,4,2004,Artist_144,R&B,"r&b,music",523955,13.169162990311898
201250,0.6514018427743793,0.5084959813774184,3,-7.276049211492721,1,0.023874131527061714,0.27539773923611044,0.08516728141221097,0.1759049366227668,0.8917216497075695,106.96120962739147,4,2006,Artist_180,Country,"country,music",342070,12.742773596837539
207098,0.7034767256678485,0.4378918991051203,11,-3.529258280271229,0,0.12345118781606758,0.07929295391998847,0.20027865364572472,0.09770027469212406,0.8583070690958038,99.96210344657148,4,1980,Artist_072,Hip-Hop,"hip-hop,music",117790,11.676667146601826
265943,0.21541393619533133,0.9699374277751258,1,-1.353548084110411,0,0.1156740838336465,0.0,0.012753165245161294,0.40427890722426973,0.6248988140680909,159.42434323690307,4,2001,Artist_112,Rock,"rock,music",193247,12.171729617107628
234766,0.6006091284247115,0.6582267367809975,1,-2.811939436751941,1,0.032995753295144196,0.2758517767599342,0.01963941779570132,0.16945527029006968,0.3537601430816829,127.27795150110195,4,2012,Artist_035,Electronic,"electronic,music",341480,12.741047319549146
165596,0.534548685360692,0.7383658841801177,1,-5.807692056436191,0,0.06159761655561126,0.2306805068337117,0.12900391003038367,0.33771815320334353,0.523167087464806,108.34396935200081,4,2003,Artist_174,Indie,"indie,music",163373,12.003797330020262
175872,0.369088686140246,0.3472120736397146,8,-15.457404739894166,1,0.03337344111591749,0.6391861779688136,0.35645754718431255,0.33064769342402117,0.5412694977095802,46.471796221899744,3,2008,Artist_151,Classical,"classical,music",105974,11.570958496220838
227271,0.6031150377702957,0.6920871858489744,6,-8.641847614731613,1,0.16316290311050718,0.10219369735487152,0.21172551222858205,0.16154696175836072,0.6744360892898855,98.37570411461463,4,2018,Artist_089,Pop,"pop,music",291826,12.583916439919808
176914,0.4832796888945269,0.72775205995561,0,-5.6688887012571145,0,0.1275155134984003,0.3687586413855558,0.07943448760643179,0.1961257883772352,0.39822200158967763,154.36396015260019,4,1981,Artist_076,Rock,"rock,music",113120,11.636213321261057
109724,0.41540045129240993,1.0,2,-6.815506583989705,1,0.08331102675021229,0.10581981277270983,0.14876783048768039,0.08980672100739044,0.4992150998197586,138.76661133852187,4,2022,Artist_112,Rock,"rock,music",170082,12.044041832178445
202604,0.6517019163996909,0.7053005405449994,10,-4.248244210218633,0,0.0,0.17406844957495698,0.14786515452010063,0.5842125497053738,0.5126780594371283,132.6757755798139,4,2018,Artist_206,Rock,"rock,music",847288,13.649797119687554
138390,0.7450758473113556,0.5280941758255674,6,-13.194645487210124,0,0.2372652291166873,0.11562620195030551,0.04523366831574881,0.2364148793250586,0.47318769842726194,100.18861436903865,4,1999,Artist_135,R&B,"r&b,music",30288,10.318539889280197
277732,0.6456131243004839,0.7218844276800094,8,-5.761185807171623,1,0.1516353591252791,0.09217378545883943,0.1068250241283516,0.266766239192458,0.5006400634067214,78.36807359806497,4,2015,Artist_248,Hip-Hop,"hip-hop,music",1102280,13.912892227115925
212955,0.4531948273170349,0.6072971741345318,2,-6.351481999541923,1,0.13850271365391667,0.12901144386386482,0.023158353605373733,0.10268788649924833,0.7114395588932312,123.14658148773354,3,1983,Artist_028,Pop,"pop,music",139081,11.842818966231231
164267,0.5212082109780353,0.5534485555242927,0,-8.083594641463597,0,0.1926704677142464,0.2706788208685259,0.01357328372266117,0.2121406932191561,0.7024145165635586,92.3802016165166,4,1994,Artist_220,Hip-Hop,"hip-hop,music",107300,11.583393248239855
173561,0.7463749379062656,0.8088673082801192,9,-1.1868100951857197,1,0.1946433538262156,0.08528645357279582,0.06550569161148237,0.29649728479597187,0.5840739241907423,140.63461621118415,5,1985,Artist_017,Electronic,"electronic,music",138002,11.835030703033485
119977,0.6348743017537845,0.7434485536215258,8,-6.616133350443105,0,0.24347373946107798,0.011060057582674226,0.03089640146053479,0.019688359109668523,0.5628966515717195,115.6476783595947,4,2009,Artist_091,Pop,"pop,music",113652,11.64090522576468
155524,0.16400260058367733,0.4826480911672214,1,-15.233526344417161,0,0.0,0.7672944723776766,0.20885620788506107,0.07339530452048738,0.32312462900665856,69.77640759650993,3,2020,Artist_073,Classical,"classical,music",491988,13.10621163750093
250734,0.6499025879356216,0.8830442442160806,8,-5.086077861514866,1,0.03932173395548519,0.16622914361449473,0.02883279926651604,0.13979216872589528,0.5143947752423115,122.53038312156592,4,2008,Artist_075,Pop,"pop,music",331055,12.710042824339181
305430,0.384664263530783,0.3956330843706629,6,-7.235655368235549,1,0.024014689896800653,0.29573511476534436,0.2859708819712723,0.19722222163011863,0.4854312293267314,109.21442010730708,4,2013,Artist_246,Indie,"indie,music",117791,11.676675636178748
237687,0.707441553012825,0.7789763349681009,5,-6.347874964628496,0,0.13629395544211198,0.14020906399246524,0.1211735218372037,0.332943001154102,0.7390103720643946,126.71498116636491,4,1986,Artist_218,Pop,"pop,music",87541,11.379873957182557
200858,0.2079459131671115,0.1963294252878806,6,-7.297415630348586,0,0.0,0.6550727297357786,0.09392519461313237,0.5645264394894635,0.6899464805786348,82.25593831734808,4,2023,Artist_083,Classical,"classical,music",295540,12.596562854088633
185561,0.4010395022767576,0.4813156063937323,10,-7.5798018753554075,0,0.033332518137130784,0.35729773112328805,0.06250526335235647,0.29201271617529234,0.33140568417915683,130.64020509489094,3,1989,Artist_174,Indie,"indie,music",162910,12.000959318399978
161957,0.30962838305913193,0.8407975295636051,11,-2.4704178619896267,0,0.01857963280224309,0.2630965634316216,0.09464289062828081,0.1839328708812604,0.577346642337122,125.80583452224914,4,2004,Artist_202,Metal,"metal,music",583576,13.276931684298976
297689,0.4058377092787689,0.3544294423983357,10,-8.353864454022522,0,0.1270714427933922,0.09693342279573294,0.06762953406435317,0.17573313221381856,0.573592734903629,131.33378744376395,4,2012,Artist_168,Jazz,"jazz,music",131866,11.789549117865255
196506,0.4901564205243207,0.3077885962449482,0,-6.45886698331903,0,0.0953041606542355,0.32984471842437313,0.1142369238936122,0.2401984498622486,0.295826909832836,113.8885223829385,4,2020,Artist_105,Jazz,"jazz,music",211368,12.261360700227335
300203,0.7082597337013223,0.36222979980049375,5,-8.161754053872173,1,0.15105668734603525,0.07518176197340283,0.0016319881797203257,0.240802999161221,0.6663227198684091,92.3868146098512,3,2023,Artist_223,R&B,"r&b,music",66597,11.10642982604754
267708,0.5725547335554032,0.5594796897931673,1,-11.126836505730118,0,0.07858701899774807,0.21057426250624806,0.05181423473794692,0.2284539485193558,0.49452142866149673,122.92353536428874,3,2008,Artist_025,Jazz,"jazz,music",95479,11.466672080452767
126664,0.6375594669439042,0.764685992934473,0,-4.4685218214303335,1,0.11028418548847542,0.0,0.004421818178441364,0.20843124208203537,0.6197734676318151,128.4315447864994,4,2007,Artist_085,Pop,"pop,music",663408,13.405146971878796
175032,0.659409028239487,0.8132189671339126,11,-4.401458405039506,0,0.07335767570604759,0.12329467247075186,0.13212742980741038,0.3311109230972325,0.6966892118709057,133.72156806227528,4,1999,Artist_010,Electronic,"electronic,music",230198,12.34669943121183
174892,0.6174492075501494,0.7181172724509354,8,-3.4095553223209594,1,0.07687702281040987,0.02198549067595606,0.07318045591306202,0.2723082515196277,0.8264825616715146,130.74871739228817,4,2006,Artist_035,Electronic,"electronic,music",319623,12.674900583922188
201406,0.0555178118286391,0.41839680073480123,8,-13.23342219777912,0,0.0,0.654839358691837,0.03313345323070982,0.13314589138473665,0.5313104946194479,92.70114273955338,4,2011,Artist_019,Classical,"classical,music",153231,11.9397083917614
202285,0.677886498899629,0.8085342261301209,7,-4.03962102163587,1,0.07000187561843997,0.2243243036020936,0.32437593612535237,0.2844805108355635,0.579793178476349,120.30629023066881,3,2010,Artist_145,Electronic,"electronic,music",697743,13.455607552293163
339830,0.6263887390907996,0.5973732050077181,3,-10.188549706957737,1,0.17827673695935106,0.04727075848771328,0.10282305159237691,0.18882254277087307,0.6253470151052231,104.82756202413029,4,2007,Artist_220,Hip-Hop,"hip-hop,music",130518,11.779274089016859
156524,0.7140172598813596,0.43047314093423006,6,-8.459571512864796,1,0.11917229120891816,0.08218135387947012,0.020184968514504797,0.04421747246148869,0.9710537106586568,83.93453140963568,3,2000,Artist_135,R&B,"r&b,music",294036,12.591460888742464
215303,0.45792071226114917,0.8287190493792906,1,-6.909313916618988,1,0.05763729801289865,0.0,0.01852774581564009,0.3696587917984729,0.3017805050257617,116.16592665532791,4,1989,Artist_108,Rock,"rock,music",245908,12.412716827778514
232742,0.7021794592880334,0.6414603700051907,5,-5.008079452751192,0,0.1893681804786088,0.07105499831478401,0.10665359572982105,0.13833844159185946,0.7938913020169568,110.38465809488075,4,1982,Artist_085,Pop,"pop,music",110278,11.610768797269271
204929,0.6269235798906575,0.8410180953522214,1,-5.968434032061686,1,0.10851740916146674,0.2559702111513053,0.09258282680571736,0.20189279669942042,0.38938114584019345,98.09045686280086,4,1999,Artist_035,Electronic,"electronic,music",2195790,14.602052904040423
209958,0.6456969288739538,0.6717673853763056,4,-9.745654302850113,1,0.20583242596583884,0.17339024505353617,0.13844180500648703,0.06590824458107104,0.36643359417326377,77.47730933353131,4,1998,Artist_124,Hip-Hop,"hip-hop,music",130806,11.781478233392834
157983,0.54652692942191,0.8384765178039368,1,-6.636484473111007,0,0.02617410912891694,0.27451361440873956,0.08958217400348246,0.2012745264392426,0.5383636959314506,123.09264214869347,4,2008,Artist_044,Rock,"rock,music",350965,12.768444631659314
209791,0.7505397366616111,0.6766627273331217,5,-5.803022777588831,0,0.11842228591525071,0.0,0.03606004579029728,0.2090832878029938,0.3479315131445663,71.81718462537836,4,2022,Artist_177,Hip-Hop,"hip-hop,music",1056018,13.870016735510724
228012,0.7554427990067998,0.6244458544322931,8,-6.737833392526508,0,0.14349105931114192,0.143341270220825,0.19103314183779388,0.09331475997248963,0.5250055331139418,90.076898824768,4,2012,Artist_093,Hip-Hop,"hip-hop,music",406400,12.915095635873303
219742,0.7096842819116913,0.7104119540855789,1,-8.490166326929952,0,0.20073257308395154,0.22573853717520245,0.1678422644066726,0.08217674057593786,0.7723969933861596,108.48731935567213,4,2017,Artist_082,Hip-Hop,"hip-hop,music",1145598,13.951438202283109
230659,0.8068329096687711,0.7500413012647045,5,-5.321572302572508,0,0.20199702304020917,0.16951793803298326,0.33173973253146455,0.13080512983105347,0.45205581382614457,91.0824571008839,4,2007,Artist_002,Hip-Hop,"hip-hop,music",137616,11.832229743361767
268567,0.6209250155973421,0.7995981785083992,1,-3.3691860170657484,0,0.030918348789816065,0.36963899767596314,0.07157576145345748,0.08904440500959139,0.8315492732889178,106.09554222229995,5,2023,Artist_049,Country,"country,music",351202,12.769119682847846
247163,0.2405497844534219,0.6629102454512054,6,-3.6823440837307757,1,0.13266801877676415,0.16824169709939685,0.029560566610616797,0.09757542434514098,0.1339429074572609,125.44202581943735,5,2024,Artist_016,Rock,"rock,music",539371,13.198160778811314
208208,0.4916801324654373,0.6861857195953942,0,-12.61498939884661,1,0.12306940639385723,0.24978001770238487,0.14680072436161398,0.08302418828238858,0.64619750540526,76.58824568043616,4,1987,Artist_198,Indie,"indie,music",267202,12.495763948126509
152270,0.6316214853674371,0.41618324291649944,10,-7.525690066649012,0,0.0,0.0,0.031210963953614043,0.18280448605587432,0.30622266437720425,117.53964021665834,4,2010,Artist_174,Indie,"indie,music",510940,13.144009402637254
177999,0.5678511509656039,0.9164317138762521,2,-5.283668605172163,1,0.06655031094778589,0.1300161977456659,0.1992125169362855,0.12948894094868346,0.5227948323242277,134.42419171051432,4,2003,Artist_183,Electronic,"electronic,music",178450,12.092069332713196
195116,0.5338364597053065,0.5959341082759518,3,-11.071485031040588,0,0.24532850512993234,0.17171673286728512,0.07978830875125403,0.263411845640226,0.6102042141904662,110.0272360349213,4,2025,Artist_124,Hip-Hop,"hip-hop,music",238580,12.382464154293327
216355,0.6647339972314529,0.8991510083769282,0,-7.580829390659245,1,0.07214607355155678,0.21770613250504578,0.10040477992826354,0.2510402708972083,0.51047792218521,116.5903317769699,4,2007,Artist_237,Electronic,"electronic,music",751878,13.53033068573018
183475,0.3072809444787072,0.44426361605763104,2,-10.401868400495383,0,0.054890443261389255,0.6246517908509842,0.03271870892706998,0.34770315470470514,0.3139836482246476,103.94643675451096,4,1980,Artist_167,Classical,"classical,music",48783,10.795157669228036
162892,0.5293470516857929,0.6179311160007859,11,-7.128659410134045,0,0.1641915177566554,0.13597056013692763,0.31079143772327633,0.011804677203257957,0.476887800265681,95.58085315243892,4,1989,Artist_054,R&B,"r&b,music",170650,12.047375814264944
151531,0.5922240885674148,0.4152656188573713,4,-8.83872925678459,0,0.09608471249458225,0.12919942259574943,0.05827073205564614,0.21042616998453084,0.7180969667029167,122.66685172241624,4,1986,Artist_008,Jazz,"jazz,music",201436,12.213231956395234
130697,0.8827984257057944,0.8101601095120514,8,-6.300185803162588,1,0.057338964573359026,0.0,0.10741282128004404,0.36569199164148164,0.3778267108642938,119.01412019932575,4,1989,Artist_222,Electronic,"electronic,music",184099,12.123234367221169
194427,0.36824147077986225,0.5529416355337052,11,-5.3354303379215064,0,0.19104484077584197,0.20155581040278348,0.15950656045357117,0.052543315397762434,0.5077012920424762,113.63005571509217,4,1984,Artist_078,R&B,"r&b,music",27843,10.234372782288558
138865,0.43776062559952034,0.8924411168483415,6,-7.959604855964711,1,0.045253598847916965,0.2719838978870459,0.04372519351637074,0.20194391523361413,0.43638711611030495,120.46210263643819,4,2016,Artist_192,Rock,"rock,music",792861,13.583404462774665
159976,0.2989974435861165,0.6392220868754077,0,-8.275855039015234,1,0.1355490746718102,0.33619251544811174,0.012382384758894787,0.40339921771750475,0.4824439961061006,117.31410664311313,4,2003,Artist_156,Country,"country,music",264992,12.487458689525134
187274,0.552710999170016,0.5624751206228844,3,-6.135513681231972,1,0.16536686783506446,0.17261598141106355,0.028873280223978434,0.11495098259817421,0.5674015406041625,128.29777828784296,4,2011,Artist_184,Rock,"rock,music",60237,11.006058661391418
144883,0.4752158638299138,0.7384164834381052,7,-9.551471878427138,0,0.03813877420505658,0.42551589440215604,0.10123863075189612,0.5134411578116719,0.5053004102200518,93.23048508190676,4,2026,Artist_055,Country,"country,music",1040437,13.85515233630332
222088,0.4676613964906747,0.6631640873988621,10,-9.763320984682693,1,0.029877763838967092,0.20289925442550394,0.12250447681500375,0.08303257710215278,0.4998352411375174,139.14149798489314,4,2010,Artist_143,Indie,"indie,music",178216,12.090757187897436
238310,0.7462901133227338,0.6843119321686525,5,-3.876858497249383,1,0.03928485444015545,0.28778949941609705,0.16196312139034708,0.09753957909430054,0.6360290296437414,112.86526759231097,4,2002,Artist_140,Pop,"pop,music",987419,13.802850759817483
180275,0.4338763868828578,0.5211779595213915,3,-9.188574167095338,1,0.20429799179707475,0.0,0.11851810411076742,0.26309043800860266,0.8163319583201509,73.76457880249443,3,1992,Artist_013,R&B,"r&b,music",404091,12.90939785379067
185333,0.4462482272428318,0.5639787150033742,8,-4.438247601613036,1,0.15527021884854325,0.0,0.3209124706123565,0.21189649995776005,0.5461233060089705,105.41255135082302,4,2015,Artist_089,Pop,"pop,music",746788,13.523537961028637
229184,0.2994776837991387,0.5714646491361274,11,-5.230098115778635,0,0.0945502545617367,0.12223648024624084,0.18265430879619066,0.5106884227778872,0.34594968319489494,123.91508682924952,4,2003,Artist_106,Country,"country,music",124615,11.732992288006441
172870,0.7597580279020718,0.6998814328117718,8,-6.336871756683036,0,0.14970942175889787,0.16552309756394412,0.07972876824027615,0.3150162216485126,0.506652084594732,142.27891854910695,4,2015,Artist_069,Pop,"pop,music",762902,13.544886172433939
169776,0.6342040853164439,0.3956459064240072,7,-10.837868231916424,1,0.06589758436438684,0.2781470455123047,0.03809387677851583,0.1836569044900756,0.6592229212077338,102.52362363110609,4,1981,Artist_143,Indie,"indie,music",12441,9.428833125074965
258842,0.5876723119852049,0.7224415455358161,8,-5.873171581205678,0,0.0005909838003368417,0.15766065177964916,0.03940768709468204,0.21600072708120197,0.668728521519406,124.67814786182883,4,1987,Artist_240,Pop,"pop,music",228714,12.340231965966757
244788,0.2097229985895079,0.9072562182929945,3,-8.721621542176141,0,0.020162770445546867,0.08336458935518928,0.27258763520953855,0.3359543273466507,0.3481423755076891,132.51175737413507,4,1986,Artist_100,Metal,"metal,music",97136,11.483877632161565
232069,0.5417507035445689,0.5487272934329476,10,-10.057804185479363,0,0.19923188678631842,0.528836637618251,0.13190254255415393,0.2552772563684145,0.52855686530534,72.75477696727565,4,2012,Artist_236,Jazz,"jazz,music",142931,11.870124271668901
246654,0.8830143137866944,0.6701246785952126,1,-7.013487446171794,0,0.19588786332348,0.2285449942928575,0.10022603941797148,0.08307772033346447,0.6428115933666358,102.60444611356354,4,2004,Artist_245,R&B,"r&b,music",1205139,14.002106300730834
116022,0.4240743613489099,0.34769423692411805,9,-7.260916206234364,0,0.1254722961223499,0.22812437328085888,0.09008858843734154,0.2607624334997262,0.6302767847091139,92.3441133947937,4,1994,Artist_168,Jazz,"jazz,music",47331,10.76494187850445
265922,0.31768057175561026,0.2509107200515149,8,-9.303498056298462,1,0.1542845667117148,0.018491519563693604,0.11929566466062624,0.6901028570645701,0.5672468446872001,118.36776927294369,4,1994,Artist_021,Jazz,"jazz,music",118430,11.68208579148636
222642,0.656586202013878,0.49787738753195326,0,-9.215935698621083,0,0.04959487360893172,0.12096304767886604,0.1754977226101957,0.3588759425366876,0.46095619993490056,124.26744291645383,4,2008,Artist_110,Indie,"indie,music",164693,12.011844485629652
250485,0.3554262885246583,0.9181235611850326,1,-6.876039932129664,0,0.09340868289809534,0.2811607273546896,0.14668098858818732,0.10052328570370318,0.5784723886486404,121.36460615148431,4,2025,Artist_221,Rock,"rock,music",951825,13.766137523959218
222422,0.539665803534,0.6294362918212578,11,-8.436600768367883,1,0.2107322543052646,0.07956994840360934,0.06652907006034271,0.21424853108520442,0.8447527149874963,97.55007466889496,4,2026,Artist_013,R&B,"r&b,music",313255,12.654776026605205
207201,0.3297419231029997,0.739733825504827,4,-4.751733809904919,0,0.06404888217953066,0.261438563931608,0.08009187495173731,0.544027961737529,0.49129179123940914,130.764974216408,4,2002,Artist_131,Pop,"pop,music",147071,11.898677541768373
192611,0.5466399345299096,0.5370815543389529,3,-6.799816918441889,1,0.20183158175495067,0.21683590433400574,0.17977177972749003,0.1439729600518038,0.553851934974571,66.39356804946972,4,2011,Artist_135,R&B,"r&b,music",420914,12.950186192042391
221521,0.4793884056800777,0.7284763252343316,11,-6.044035675143219,0,0.19772192641900566,0.17331865168157914,0.04645550953615739,0.06341153938835217,0.956139285949365,122.69234743036087,4,1983,Artist_207,Pop,"pop,music",36942,10.51713146323313
190971,0.8184716137942422,0.6679836590427004,8,-3.7399282212167746,0,0.035957863867782325,0.06958457719426198,0.1111230532793459,0.13863925002566405,0.6376512599001134,131.24629716296116,4,2024,Artist_222,Electronic,"electronic,music",329756,12.70611129855743
244054,0.47262419959809715,0.6935202659461006,0,-7.498932139866293,1,0.0766581927672832,0.06028285267511123,0.05931540708153121,0.12194948914170707,0.9137067577527932,88.76331852486226,4,1980,Artist_081,R&B,"r&b,music",78543,11.271414256297835
133609,0.7657790590992323,0.7044573260449442,1,-7.669685352345029,1,0.07035564671151512,0.347264892667419,0.04139201712439735,0.2745120732554818,0.6749314998348095,147.72947699830033,3,1996,Artist_126,Electronic,"electronic,music",234238,12.364097240620287
180629,0.6684567355133985,0.6225586011062164,1,-7.220648421250662,1,0.020607158625784362,0.0,0.17883205427326743,0.08263441025985105,0.6143198787073015,127.25780919435512,4,2014,Artist_145,Electronic,"electronic,music",17801,9.787066089518877
297017,0.463790090592869,0.6462331605625027,4,-7.79664316877909,1,0.1108651241604438,0.45451403669596846,0.1036014498656241,0.11904227193404236,0.22086345764349552,141.39731257456214,4,2025,Artist_242,Jazz,"jazz,music",94366,11.454946714746377
176826,0.5074443187983327,0.43348864857958186,5,-11.747967982170545,1,0.049471036857000994,0.4196939677417941,0.023303371515063145,0.1813287729478613,0.34903713870022524,130.05570618135872,4,1988,Artist_117,Jazz,"jazz,music",52154,10.861975333110072
194259,0.6741201355379479,0.8307208125003755,8,-5.761950071419536,1,0.06365831386633279,0.15381562404060528,0.1055508041891423,0.14152498845830788,0.6410452015043014,151.60513271730218,4,2011,Artist_035,Electronic,"electronic,music",155179,11.95234101244794
165283,0.5087415195325183,0.41300441525716713,0,-7.728308148909672,1,0.25363353062385,0.1256147432767403,0.012622629993521959,0.08055725861736486,0.5533096837405532,103.42016425688166,5,1988,Artist_245,R&B,"r&b,music",34651,10.453110723010031
220113,0.43067711175961115,0.6422560310102219,9,-10.066718678028604,0,0.0983319820284484,0.07242569004498389,0.06443405919346198,0.22387830522341495,0.4792436567269253,133.576557732667,5,1982,Artist_179,Indie,"indie,music",182955,12.117000965755441
171868,0.6759877868032027,0.7686019721569948,7,-9.335481869779443,0,0.02105093350874633,0.042233526311163755,0.4881844423070798,0.39178194830449964,0.7474483791530636,114.37405405232984,4,1999,Artist_059,Pop,"pop,music",167391,12.028093646170337
196647,0.41080876208139744,0.660070503771927,9,-8.349539274906736,0,0.14254362908481344,0.0870271404251345,0.11067651879731366,0.2862051536219085,0.6389897313296371,149.8063417191976,5,2007,Artist_060,Pop,"pop,music",401844,12.903821721109805
243198,0.8045980819411674,0.7689907843410814,10,-9.619459134064055,1,0.12119441176290982,0.22437070774934653,0.13382238692134094,0.2601123842444015,0.6758288871955618,101.79611376138523,4,1992,Artist_069,Pop,"pop,music",228793,12.340577314367707
173555,0.594500390059438,0.7170508888219591,8,-6.276737174950009,0,0.19279361033461367,0.24687457464127952,0.14738795561664939,0.3937240401215136,0.8743136250195904,119.46433783215736,4,2025,Artist_186,R&B,"r&b,music",799578,13.591840618131934
240487,0.6828865598792292,0.712572259491822,5,-6.205053082340142,0,0.25839178945732455,0.1376806794600175,0.08570414473661164,0.3028459883090786,0.7881768751658158,93.96102782770555,4,2008,Artist_249,Hip-Hop,"hip-hop,music",86599,11.369055094550527
